"Node","Matches"
"SEQ_BLK.MONTMULT_SEQ.536:NS
pc <= 28'b0000000000000000000000000100;","[('RSA_tb.RSA.SEQ_BLK.MONTMULT_SEQ.pc[27:0]', 27, 0)]"
"SEQ_BLK.INVN_SEQ.707:NS
pc <= 7'b0000001;","[('RSA_tb.RSA.SEQ_BLK.INVN_SEQ.pc[6:0]', 6, 0)]"
"SEQ_BLK.MONTREDC_SEQ.613:AS
a = ~(op ^ sign);","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.a', 0, 0), ('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.op', 0, 0), ('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.sign', 0, 0)]"
"SEQ_BLK.MONTREDC_SEQ.646:NS
pc <= { pc[9:0], 1'b0 };","[('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 10, 0), ('RSA_tb.RSA.SEQ_BLK.MONTREDC_SEQ.pc[10:0]', 9, 0)]"
"SEQ_BLK.Cp_SEQ.746:BL","[]"
"MULT_BLK.REG_Y.1056:NS
q <= 32'h00000000;","[('RSA_tb.RSA.MULT_BLK.REG_Y.q[31:0]', 31, 0)]"
"SEQ_BLK.242:BL
state <= IDLE;
Mvldrg <= 1'b1;
Mvldrg_tmp <= 1'b1;
InOutMem <= 2'b00;
count <= 5'b00000;","[('RSA_tb.RSA.SEQ_BLK.state[2:0]', 2, 0), ('RSA_tb.RSA.SEQ_BLK.Mvldrg', 0, 0), ('RSA_tb.RSA.SEQ_BLK.Mvldrg_tmp', 0, 0), ('RSA_tb.RSA.SEQ_BLK.InOutMem[1:0]', 1, 0), ('RSA_tb.RSA.SEQ_BLK.count[4:0]', 4, 0)]"
"SEQ_BLK.START_MR.433:IF","[]"
"SEQ_BLK.261:NS
count <= count + 1;","[('RSA_tb.RSA.SEQ_BLK.count[4:0]', 4, 0)]"
"SEQ_BLK.221:IF","[]"
"SEQ_BLK.START_MM.436:NS
rgt <= rgt | Pc;","[('RSA_tb.RSA.SEQ_BLK.START_MM.rgt', 0, 0), ('RSA_tb.RSA.SEQ_BLK.START_MM.Pc', 0, 0)]"
"MULT_BLK.REG_X.Leaf_1054:AL","[]"
"MULT_BLK.REG_Y.1054:AL","[]"
"SEQ_BLK.START_MM.431:IF","[]"
"SEQ_BLK.221:BL","[]"
"SEQ_BLK.START_MR.Leaf_428:AL","[]"
"SEQ_BLK.START_IN.428:BL","[]"
"SEQ_BLK.MONTMULT_SEQ.510:IF","[]"
"SEQ_BLK.241:BL","[]"
"SEQ_BLK.Cp_SEQ.749:IF","[]"
"SEQ_BLK.MODEXP_SEQ.479:NS
pc <= 12'b000000010000;","[('RSA_tb.RSA.SEQ_BLK.MODEXP_SEQ.pc[11:0]', 11, 0)]"
